[2024-11-29 13:05:43] [class-ss-archive-creation-job.php:83] Starting a job; no job is presently running
[2024-11-29 13:05:43] [class-ss-archive-creation-job.php:84] Here's our task list: setup, fetch_urls, generate_404, create_zip_archive, wrapup
[2024-11-29 13:05:43] [class-ss-archive-creation-job.php:102] Pushing first task to queue: setup
[2024-11-29 13:05:46] [class-ss-archive-creation-job.php:136] Current task: setup
[2024-11-29 13:05:46] [class-ss-archive-creation-job.php:153] Performing task: setup
[2024-11-29 13:05:46] [class-ss-task.php:44] Status message: [setup] Setting up
[2024-11-29 13:05:50] [class-ss-setup-task.php:33] Creating archive directory: C:\xampp\htdocs\wordpress/wp-content/uploads\simply-static\temp-files/simply-static-1-1732885543\
[2024-11-29 13:05:50] [class-ss-setup-task.php:72] Adding origin URL to queue: http://localhost/wordpress/
[2024-11-29 14:05:33] [class-ss-page-handler.php:38] URL Prepared:http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/font-awesome/fonts/FontAwesome.otf?simply_static_page=9953
[2024-11-29 14:05:33] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/font-awesome/fonts/FontAwesome.otf?simply_static_page=9953
[2024-11-29 14:05:33] [class-ss-url-fetcher.php:103] Filesize: 134808 bytes
[2024-11-29 14:05:33] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: font/otf
[2024-11-29 14:05:33] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/font-awesome/fonts/FontAwesome.otf
[2024-11-29 14:05:33] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\11TRD~1\AppData\Local\Temp/6749ca2dd78b4-mzYYtY.tmp to C:\xampp\htdocs\wordpress/wp-content/uploads\simply-static\temp-files/simply-static-1-1732885543/wp-content/plugins/elementor/assets/lib/font-awesome/fonts/FontAwesome.otf
[2024-11-29 14:05:33] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-29 14:05:33] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-29 14:05:33] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-29 14:05:33] [class-ss-page.php:119] Checking Content Identical:048707bc52ac4b6563aaa383bfe8660a0ddc908c===. Value: FALSE
[2024-11-29 14:05:33] [class-ss-fetch-urls-task.php:72] URL: http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/font-awesome/js/brands.js
[2024-11-29 14:05:33] [class-ss-task.php:58] [PAGES STATUS] Remaining:47; Total: 636
[2024-11-29 14:05:33] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-29 14:05:33] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\11TRD~1\AppData\Local\Temp/6749ca2de337d-aWAlmn.tmp
[2024-11-29 14:05:33] [class-ss-page-handler.php:38] URL Prepared:http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/font-awesome/js/brands.js?simply_static_page=9954
[2024-11-29 14:05:33] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/font-awesome/js/brands.js?simply_static_page=9954
[2024-11-29 14:05:33] [class-ss-url-fetcher.php:103] Filesize: 6410 bytes
[2024-11-29 14:05:33] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-11-29 14:05:33] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/font-awesome/js/brands.js
[2024-11-29 14:05:33] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\11TRD~1\AppData\Local\Temp/6749ca2de337d-aWAlmn.tmp to C:\xampp\htdocs\wordpress/wp-content/uploads\simply-static\temp-files/simply-static-1-1732885543/wp-content/plugins/elementor/assets/lib/font-awesome/js/brands.js
[2024-11-29 14:05:33] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-29 14:05:33] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-29 14:05:33] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-29 14:05:33] [class-ss-page.php:119] Checking Content Identical:05b3cf5af0341644a879e642584130040c9b10be===. Value: FALSE
[2024-11-29 14:05:33] [class-ss-fetch-urls-task.php:72] URL: http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/font-awesome/js/regular.js
[2024-11-29 14:05:33] [class-ss-task.php:58] [PAGES STATUS] Remaining:46; Total: 636
[2024-11-29 14:05:33] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-29 14:05:33] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\11TRD~1\AppData\Local\Temp/6749ca2defea9-LfKyVh.tmp
[2024-11-29 14:05:33] [class-ss-page-handler.php:38] URL Prepared:http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/font-awesome/js/regular.js?simply_static_page=9955
[2024-11-29 14:05:33] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/font-awesome/js/regular.js?simply_static_page=9955
[2024-11-29 14:05:34] [class-ss-url-fetcher.php:103] Filesize: 2264 bytes
[2024-11-29 14:05:34] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-11-29 14:05:34] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/font-awesome/js/regular.js
[2024-11-29 14:05:34] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\11TRD~1\AppData\Local\Temp/6749ca2defea9-LfKyVh.tmp to C:\xampp\htdocs\wordpress/wp-content/uploads\simply-static\temp-files/simply-static-1-1732885543/wp-content/plugins/elementor/assets/lib/font-awesome/js/regular.js
[2024-11-29 14:05:34] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-29 14:05:34] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-29 14:05:34] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-29 14:05:34] [class-ss-page.php:119] Checking Content Identical:e5d9f89aa50bc1c03f204fd887334d22e9906c51===. Value: FALSE
[2024-11-29 14:05:34] [class-ss-fetch-urls-task.php:72] URL: http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/font-awesome/js/solid.js
[2024-11-29 14:05:34] [class-ss-task.php:58] [PAGES STATUS] Remaining:45; Total: 636
[2024-11-29 14:05:34] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-29 14:05:34] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\11TRD~1\AppData\Local\Temp/6749ca2e0772f-BdzPPL.tmp
[2024-11-29 14:05:34] [class-ss-page-handler.php:38] URL Prepared:http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/font-awesome/js/solid.js?simply_static_page=9956
[2024-11-29 14:05:34] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/font-awesome/js/solid.js?simply_static_page=9956
[2024-11-29 14:05:34] [class-ss-url-fetcher.php:103] Filesize: 14604 bytes
[2024-11-29 14:05:34] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-11-29 14:05:34] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/font-awesome/js/solid.js
[2024-11-29 14:05:34] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\11TRD~1\AppData\Local\Temp/6749ca2e0772f-BdzPPL.tmp to C:\xampp\htdocs\wordpress/wp-content/uploads\simply-static\temp-files/simply-static-1-1732885543/wp-content/plugins/elementor/assets/lib/font-awesome/js/solid.js
[2024-11-29 14:05:34] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-29 14:05:34] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-29 14:05:34] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-29 14:05:34] [class-ss-page.php:119] Checking Content Identical:a018ff5acb363f885ce5c4776d9f783ae63da056===. Value: FALSE
[2024-11-29 14:05:34] [class-ss-fetch-urls-task.php:72] URL: http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/font-awesome/js/v4-shims.js
[2024-11-29 14:05:34] [class-ss-task.php:58] [PAGES STATUS] Remaining:44; Total: 636
[2024-11-29 14:05:34] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-29 14:05:34] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\11TRD~1\AppData\Local\Temp/6749ca2e14a8f-XzaaKf.tmp
[2024-11-29 14:05:34] [class-ss-page-handler.php:38] URL Prepared:http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/font-awesome/js/v4-shims.js?simply_static_page=9957
[2024-11-29 14:05:34] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/font-awesome/js/v4-shims.js?simply_static_page=9957
[2024-11-29 14:05:34] [class-ss-url-fetcher.php:103] Filesize: 17459 bytes
[2024-11-29 14:05:34] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-11-29 14:05:34] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/font-awesome/js/v4-shims.js
[2024-11-29 14:05:34] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\11TRD~1\AppData\Local\Temp/6749ca2e14a8f-XzaaKf.tmp to C:\xampp\htdocs\wordpress/wp-content/uploads\simply-static\temp-files/simply-static-1-1732885543/wp-content/plugins/elementor/assets/lib/font-awesome/js/v4-shims.js
[2024-11-29 14:05:34] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-29 14:05:34] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-29 14:05:34] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-29 14:05:34] [class-ss-page.php:119] Checking Content Identical:1f89af4405fc519ae14d64b5c75b73fb6b30b3f5===. Value: FALSE
[2024-11-29 14:05:34] [class-ss-fetch-urls-task.php:72] URL: http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/font-awesome/js/v4-shims.min.js
[2024-11-29 14:05:34] [class-ss-task.php:58] [PAGES STATUS] Remaining:43; Total: 636
[2024-11-29 14:05:34] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-29 14:05:34] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\11TRD~1\AppData\Local\Temp/6749ca2e2ec1c-Yr7BiM.tmp
[2024-11-29 14:05:34] [class-ss-page-handler.php:38] URL Prepared:http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/font-awesome/js/v4-shims.min.js?simply_static_page=9958
[2024-11-29 14:05:34] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/font-awesome/js/v4-shims.min.js?simply_static_page=9958
[2024-11-29 14:05:34] [class-ss-url-fetcher.php:103] Filesize: 15073 bytes
[2024-11-29 14:05:34] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-11-29 14:05:34] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/font-awesome/js/v4-shims.min.js
[2024-11-29 14:05:34] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\11TRD~1\AppData\Local\Temp/6749ca2e2ec1c-Yr7BiM.tmp to C:\xampp\htdocs\wordpress/wp-content/uploads\simply-static\temp-files/simply-static-1-1732885543/wp-content/plugins/elementor/assets/lib/font-awesome/js/v4-shims.min.js
[2024-11-29 14:05:34] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-29 14:05:34] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-29 14:05:34] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-29 14:05:34] [class-ss-page.php:119] Checking Content Identical:9d406018e5be8d46b89809d38eb6cea4f8bf62a2===. Value: FALSE
[2024-11-29 14:05:34] [class-ss-fetch-urls-task.php:72] URL: http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/font-awesome/json/brands.json
[2024-11-29 14:05:34] [class-ss-task.php:58] [PAGES STATUS] Remaining:42; Total: 636
[2024-11-29 14:05:34] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-29 14:05:34] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\11TRD~1\AppData\Local\Temp/6749ca2e44938-uKPmd1.tmp
[2024-11-29 14:05:34] [class-ss-page-handler.php:38] URL Prepared:http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/font-awesome/json/brands.json?simply_static_page=9959
[2024-11-29 14:05:34] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/font-awesome/json/brands.json?simply_static_page=9959
[2024-11-29 14:05:34] [class-ss-url-fetcher.php:103] Filesize: 453081 bytes
[2024-11-29 14:05:34] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: application/json
[2024-11-29 14:05:34] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/font-awesome/json/brands.json
[2024-11-29 14:05:34] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\11TRD~1\AppData\Local\Temp/6749ca2e44938-uKPmd1.tmp to C:\xampp\htdocs\wordpress/wp-content/uploads\simply-static\temp-files/simply-static-1-1732885543/wp-content/plugins/elementor/assets/lib/font-awesome/json/brands.json
[2024-11-29 14:05:34] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-29 14:05:34] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-29 14:05:34] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-29 14:05:34] [class-ss-page.php:119] Checking Content Identical:504fcef2a11008e994f2add8c308fc90a8584380===. Value: FALSE
[2024-11-29 14:05:34] [class-ss-fetch-urls-task.php:72] URL: http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/font-awesome/json/regular.json
[2024-11-29 14:05:34] [class-ss-task.php:58] [PAGES STATUS] Remaining:41; Total: 636
[2024-11-29 14:05:34] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-29 14:05:34] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\11TRD~1\AppData\Local\Temp/6749ca2e5464f-efVxy2.tmp
[2024-11-29 14:05:34] [class-ss-page-handler.php:38] URL Prepared:http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/font-awesome/json/regular.json?simply_static_page=9960
[2024-11-29 14:05:34] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/font-awesome/json/regular.json?simply_static_page=9960
[2024-11-29 14:05:34] [class-ss-url-fetcher.php:103] Filesize: 103029 bytes
[2024-11-29 14:05:34] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: application/json
[2024-11-29 14:05:34] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/font-awesome/json/regular.json
[2024-11-29 14:05:34] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\11TRD~1\AppData\Local\Temp/6749ca2e5464f-efVxy2.tmp to C:\xampp\htdocs\wordpress/wp-content/uploads\simply-static\temp-files/simply-static-1-1732885543/wp-content/plugins/elementor/assets/lib/font-awesome/json/regular.json
[2024-11-29 14:05:34] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-29 14:05:34] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-29 14:05:34] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-29 14:05:34] [class-ss-page.php:119] Checking Content Identical:6467cfe95efcb777ee307b04b766559e39c07fd2===. Value: FALSE
[2024-11-29 14:05:34] [class-ss-fetch-urls-task.php:72] URL: http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/font-awesome/json/solid.json
[2024-11-29 14:05:34] [class-ss-task.php:58] [PAGES STATUS] Remaining:40; Total: 636
[2024-11-29 14:05:34] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-29 14:05:34] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\11TRD~1\AppData\Local\Temp/6749ca2e5f83d-9p6ocf.tmp
[2024-11-29 14:05:34] [class-ss-page-handler.php:38] URL Prepared:http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/font-awesome/json/solid.json?simply_static_page=9961
[2024-11-29 14:05:34] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/font-awesome/json/solid.json?simply_static_page=9961
[2024-11-29 14:05:34] [class-ss-url-fetcher.php:103] Filesize: 612560 bytes
[2024-11-29 14:05:34] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: application/json
[2024-11-29 14:05:34] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/font-awesome/json/solid.json
[2024-11-29 14:05:34] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\11TRD~1\AppData\Local\Temp/6749ca2e5f83d-9p6ocf.tmp to C:\xampp\htdocs\wordpress/wp-content/uploads\simply-static\temp-files/simply-static-1-1732885543/wp-content/plugins/elementor/assets/lib/font-awesome/json/solid.json
[2024-11-29 14:05:34] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-29 14:05:34] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-29 14:05:34] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-29 14:05:34] [class-ss-page.php:119] Checking Content Identical:2704817397d39630755b811dc145cd5f1ed5914b===. Value: FALSE
[2024-11-29 14:05:34] [class-ss-fetch-urls-task.php:72] URL: http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/font-awesome/migration/mapping.js
[2024-11-29 14:05:34] [class-ss-task.php:58] [PAGES STATUS] Remaining:39; Total: 636
[2024-11-29 14:05:34] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-29 14:05:34] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\11TRD~1\AppData\Local\Temp/6749ca2e6f61a-uZULE7.tmp
[2024-11-29 14:05:34] [class-ss-page-handler.php:38] URL Prepared:http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/font-awesome/migration/mapping.js?simply_static_page=9962
[2024-11-29 14:05:34] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/font-awesome/migration/mapping.js?simply_static_page=9962
[2024-11-29 14:05:34] [class-ss-url-fetcher.php:103] Filesize: 41049 bytes
[2024-11-29 14:05:34] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-11-29 14:05:34] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/font-awesome/migration/mapping.js
[2024-11-29 14:05:34] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\11TRD~1\AppData\Local\Temp/6749ca2e6f61a-uZULE7.tmp to C:\xampp\htdocs\wordpress/wp-content/uploads\simply-static\temp-files/simply-static-1-1732885543/wp-content/plugins/elementor/assets/lib/font-awesome/migration/mapping.js
[2024-11-29 14:05:34] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-29 14:05:34] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-29 14:05:34] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-29 14:05:34] [class-ss-page.php:119] Checking Content Identical:972cf6c8864aabbffa2445854a44d1898dbf842e===. Value: FALSE
[2024-11-29 14:05:34] [class-ss-fetch-urls-task.php:72] URL: http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.eot
[2024-11-29 14:05:34] [class-ss-task.php:58] [PAGES STATUS] Remaining:38; Total: 636
[2024-11-29 14:05:34] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-29 14:05:34] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\11TRD~1\AppData\Local\Temp/6749ca2e7b113-dixTeg.tmp
[2024-11-29 14:05:34] [class-ss-page-handler.php:38] URL Prepared:http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.eot?simply_static_page=9963
[2024-11-29 14:05:34] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.eot?simply_static_page=9963
[2024-11-29 14:05:34] [class-ss-url-fetcher.php:103] Filesize: 151556 bytes
[2024-11-29 14:05:34] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: application/vnd.ms-fontobject
[2024-11-29 14:05:34] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.eot
[2024-11-29 14:05:34] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\11TRD~1\AppData\Local\Temp/6749ca2e7b113-dixTeg.tmp to C:\xampp\htdocs\wordpress/wp-content/uploads\simply-static\temp-files/simply-static-1-1732885543/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.eot
[2024-11-29 14:05:34] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-29 14:05:34] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-29 14:05:34] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-29 14:05:34] [class-ss-page.php:119] Checking Content Identical:88fff1e055e0c1495dfc1d39c0a018271150f9ea===. Value: FALSE
[2024-11-29 14:05:34] [class-ss-fetch-urls-task.php:72] URL: http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.svg
[2024-11-29 14:05:34] [class-ss-task.php:58] [PAGES STATUS] Remaining:37; Total: 636
[2024-11-29 14:05:34] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-29 14:05:34] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\11TRD~1\AppData\Local\Temp/6749ca2e86360-dyuNwY.tmp
[2024-11-29 14:05:34] [class-ss-page-handler.php:38] URL Prepared:http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.svg?simply_static_page=9964
[2024-11-29 14:05:34] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.svg?simply_static_page=9964
[2024-11-29 14:05:34] [class-ss-url-fetcher.php:103] Filesize: 749223 bytes
[2024-11-29 14:05:34] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: image/svg+xml
[2024-11-29 14:05:34] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.svg
[2024-11-29 14:05:34] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\11TRD~1\AppData\Local\Temp/6749ca2e86360-dyuNwY.tmp to C:\xampp\htdocs\wordpress/wp-content/uploads\simply-static\temp-files/simply-static-1-1732885543/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.svg
[2024-11-29 14:05:34] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-29 14:05:34] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-29 14:05:34] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-29 14:05:34] [class-ss-page.php:119] Checking Content Identical:ed9c7f12191225e0c2a2571e30e6ea4f3fda4f21===. Value: FALSE
[2024-11-29 14:05:34] [class-ss-fetch-urls-task.php:72] URL: http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.ttf
[2024-11-29 14:05:34] [class-ss-task.php:58] [PAGES STATUS] Remaining:36; Total: 636
[2024-11-29 14:05:34] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-29 14:05:34] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\11TRD~1\AppData\Local\Temp/6749ca2eba21e-FqgUF5.tmp
[2024-11-29 14:05:34] [class-ss-page-handler.php:38] URL Prepared:http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.ttf?simply_static_page=9965
[2024-11-29 14:05:34] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.ttf?simply_static_page=9965
[2024-11-29 14:05:34] [class-ss-url-fetcher.php:103] Filesize: 151368 bytes
[2024-11-29 14:05:34] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: font/ttf
[2024-11-29 14:05:34] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.ttf
[2024-11-29 14:05:34] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\11TRD~1\AppData\Local\Temp/6749ca2eba21e-FqgUF5.tmp to C:\xampp\htdocs\wordpress/wp-content/uploads\simply-static\temp-files/simply-static-1-1732885543/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.ttf
[2024-11-29 14:05:34] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-29 14:05:34] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-29 14:05:34] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-29 14:05:34] [class-ss-page.php:119] Checking Content Identical:44056bf1827333bce3ae0b958243c41ed0de6ae3===. Value: FALSE
[2024-11-29 14:05:34] [class-ss-fetch-urls-task.php:72] URL: http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.woff
[2024-11-29 14:05:34] [class-ss-task.php:58] [PAGES STATUS] Remaining:35; Total: 636
[2024-11-29 14:05:34] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-29 14:05:34] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\11TRD~1\AppData\Local\Temp/6749ca2ec67db-cLtU5l.tmp
[2024-11-29 14:05:34] [class-ss-page-handler.php:38] URL Prepared:http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.woff?simply_static_page=9966
[2024-11-29 14:05:34] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.woff?simply_static_page=9966
[2024-11-29 14:05:34] [class-ss-url-fetcher.php:103] Filesize: 97804 bytes
[2024-11-29 14:05:34] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: font/woff
[2024-11-29 14:05:34] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.woff
